,user_id,user_created_at,device,sex,home_pg,search_pg,payment_pg,confirmation_pg
22563,101401,2015-03-02,Mobile,Female,1,0,0,0
22567,340693,2015-03-02,Desktop,Male,1,1,0,0
22703,546457,2015-03-02,Desktop,Female,1,1,0,0
23057,593126,2015-03-02,Mobile,Male,1,0,0,0
23152,330903,2015-03-02,Desktop,Male,1,1,0,0
23290,708817,2015-03-02,Desktop,Male,1,1,0,0
23352,566118,2015-03-02,Desktop,Male,1,1,0,0
23499,927633,2015-03-02,Desktop,Female,1,1,0,0
23567,123759,2015-03-02,Mobile,Female,1,0,0,0
24060,53184,2015-03-02,Desktop,Male,1,0,0,0
24120,607542,2015-03-02,Desktop,Female,1,1,0,0
24132,292286,2015-03-02,Mobile,Male,1,0,0,0
24275,511081,2015-03-02,Desktop,Male,1,1,0,0
24306,414784,2015-03-02,Mobile,Female,1,1,1,0
24359,718226,2015-03-02,Desktop,Female,1,0,0,0
24363,238108,2015-03-02,Desktop,Male,1,0,0,0
24599,757127,2015-03-02,Desktop,Male,1,1,0,0
24668,815626,2015-03-02,Mobile,Female,1,0,0,0
24860,473310,2015-03-02,Desktop,Male,1,1,0,0
25105,876656,2015-03-02,Mobile,Female,1,0,0,0
25175,348837,2015-03-02,Desktop,Female,1,1,0,0
25315,678264,2015-03-02,Mobile,Female,1,0,0,0
25332,959905,2015-03-02,Mobile,Female,1,0,0,0
25392,532541,2015-03-02,Mobile,Male,1,0,0,0
25427,563114,2015-03-02,Desktop,Male,1,0,0,0
25461,167281,2015-03-02,Desktop,Female,1,0,0,0
25504,341696,2015-03-02,Desktop,Male,1,0,0,0
25773,323167,2015-03-02,Mobile,Female,1,1,0,0
25802,500438,2015-03-02,Desktop,Male,1,1,0,0
26109,990022,2015-03-02,Desktop,Female,1,1,0,0
26139,296776,2015-03-02,Desktop,Male,1,1,0,0
26428,865920,2015-03-02,Mobile,Female,1,0,0,0
26702,202209,2015-03-02,Desktop,Male,1,1,0,0
27298,170609,2015-03-02,Mobile,Male,1,1,0,0
27396,963339,2015-03-02,Desktop,Female,1,0,0,0
27515,741949,2015-03-02,Mobile,Female,1,1,0,0
27530,824218,2015-03-02,Desktop,Male,1,1,0,0
27538,88653,2015-03-02,Mobile,Male,1,0,0,0
27580,895638,2015-03-02,Desktop,Male,1,0,0,0
27698,29805,2015-03-02,Mobile,Male,1,0,0,0
28170,959337,2015-03-02,Mobile,Female,1,0,0,0
28420,432964,2015-03-02,Desktop,Male,1,1,0,0
28465,30256,2015-03-02,Desktop,Male,1,1,0,0
28659,553800,2015-03-02,Desktop,Female,1,0,0,0
29343,590542,2015-03-02,Desktop,Male,1,0,0,0
29659,41666,2015-03-02,Desktop,Female,1,1,0,0
29937,696717,2015-03-02,Mobile,Female,1,1,0,0
30000,619421,2015-03-02,Mobile,Male,1,0,0,0
30025,29457,2015-03-02,Desktop,Female,1,0,0,0
30247,385954,2015-03-02,Desktop,Female,1,0,0,0
30701,872987,2015-03-02,Desktop,Female,1,0,0,0
30877,571239,2015-03-02,Mobile,Male,1,0,0,0
31047,231976,2015-03-02,Mobile,Male,1,0,0,0
31112,349119,2015-03-02,Mobile,Female,1,0,0,0
31144,866476,2015-03-02,Desktop,Female,1,1,0,0
31306,777610,2015-03-02,Desktop,Female,1,0,0,0
31514,516816,2015-03-02,Desktop,Male,1,0,0,0
31748,776967,2015-03-02,Desktop,Female,1,0,0,0
31881,664866,2015-03-02,Desktop,Female,1,0,0,0
32031,402598,2015-03-02,Mobile,Female,1,0,0,0
32077,213922,2015-03-02,Desktop,Female,1,0,0,0
32305,499653,2015-03-02,Mobile,Female,1,0,0,0
32548,53229,2015-03-02,Mobile,Male,1,0,0,0
32575,944629,2015-03-02,Mobile,Male,1,0,0,0
32857,547585,2015-03-02,Desktop,Male,1,0,0,0
32865,912688,2015-03-02,Desktop,Male,1,0,0,0
32935,543873,2015-03-02,Desktop,Male,1,0,0,0
32963,340016,2015-03-02,Desktop,Male,1,0,0,0
33003,819914,2015-03-02,Desktop,Male,1,1,0,0
33049,217967,2015-03-02,Desktop,Male,1,0,0,0
33102,510036,2015-03-02,Desktop,Male,1,0,0,0
33469,453222,2015-03-02,Mobile,Female,1,0,0,0
33663,126082,2015-03-02,Desktop,Female,1,1,0,0
33736,786285,2015-03-02,Desktop,Female,1,0,0,0
33795,465943,2015-03-02,Mobile,Male,1,0,0,0
34016,231932,2015-03-02,Mobile,Female,1,0,0,0
34439,687879,2015-03-02,Desktop,Female,1,1,0,0
34547,97837,2015-03-02,Desktop,Female,1,1,0,0
34571,680630,2015-03-02,Desktop,Male,1,1,0,0
34572,211084,2015-03-02,Desktop,Female,1,1,0,0
34609,353822,2015-03-02,Desktop,Male,1,1,0,0
34697,792105,2015-03-02,Desktop,Male,1,0,0,0
34941,646188,2015-03-02,Desktop,Female,1,1,0,0
35088,368066,2015-03-02,Desktop,Male,1,1,0,0
35107,719447,2015-03-02,Desktop,Male,1,1,0,0
35219,835903,2015-03-02,Mobile,Female,1,1,0,0
35255,513416,2015-03-02,Desktop,Female,1,0,0,0
35375,338908,2015-03-02,Mobile,Female,1,0,0,0
35385,490327,2015-03-02,Desktop,Male,1,0,0,0
35528,544704,2015-03-02,Desktop,Male,1,0,0,0
35585,930363,2015-03-02,Desktop,Male,1,0,0,0
35658,738447,2015-03-02,Desktop,Female,1,1,0,0
35661,583665,2015-03-02,Mobile,Male,1,0,0,0
35771,747808,2015-03-02,Desktop,Female,1,0,0,0
35844,577562,2015-03-02,Mobile,Female,1,0,0,0
36055,143838,2015-03-02,Desktop,Female,1,0,0,0
36255,525746,2015-03-02,Desktop,Female,1,0,0,0
36332,53908,2015-03-02,Mobile,Female,1,1,0,0
36495,558879,2015-03-02,Mobile,Male,1,0,0,0
36632,272635,2015-03-02,Desktop,Male,1,0,0,0
36763,58721,2015-03-02,Mobile,Female,1,0,0,0
37163,457914,2015-03-02,Mobile,Male,1,0,0,0
37246,256052,2015-03-02,Mobile,Female,1,0,0,0
37278,997238,2015-03-02,Mobile,Female,1,0,0,0
37605,297379,2015-03-02,Desktop,Female,1,0,0,0
37802,841318,2015-03-02,Desktop,Male,1,0,0,0
37842,183989,2015-03-02,Desktop,Female,1,0,0,0
37844,895628,2015-03-02,Mobile,Male,1,0,0,0
38024,146318,2015-03-02,Desktop,Female,1,1,0,0
38125,679664,2015-03-02,Desktop,Male,1,0,0,0
38165,524358,2015-03-02,Desktop,Male,1,1,0,0
38306,136462,2015-03-02,Mobile,Female,1,0,0,0
38431,347886,2015-03-02,Desktop,Female,1,0,0,0
38463,521593,2015-03-02,Mobile,Male,1,1,0,0
38607,433715,2015-03-02,Desktop,Male,1,0,0,0
38621,315992,2015-03-02,Desktop,Female,1,1,0,0
38664,692892,2015-03-02,Mobile,Male,1,0,0,0
38666,264594,2015-03-02,Desktop,Female,1,0,0,0
38800,260542,2015-03-02,Desktop,Female,1,0,0,0
38981,784017,2015-03-02,Desktop,Male,1,1,0,0
39198,804933,2015-03-02,Desktop,Female,1,0,0,0
39316,359060,2015-03-02,Desktop,Female,1,1,0,0
39359,710166,2015-03-02,Desktop,Male,1,1,0,0
39460,191366,2015-03-02,Desktop,Female,1,1,0,0
39596,757760,2015-03-02,Mobile,Female,1,1,0,0
39734,866010,2015-03-02,Desktop,Male,1,0,0,0
39778,897598,2015-03-02,Desktop,Male,1,0,0,0
39932,330984,2015-03-02,Mobile,Male,1,0,0,0
40229,609375,2015-03-02,Desktop,Male,1,0,0,0
40357,407406,2015-03-02,Mobile,Female,1,0,0,0
40571,26623,2015-03-02,Desktop,Female,1,0,0,0
41029,885468,2015-03-02,Desktop,Female,1,0,0,0
41080,101494,2015-03-02,Mobile,Male,1,0,0,0
41173,203947,2015-03-02,Desktop,Female,1,0,0,0
41500,841763,2015-03-02,Desktop,Female,1,0,0,0
41534,155921,2015-03-02,Desktop,Male,1,1,0,0
41554,32567,2015-03-02,Desktop,Female,1,0,0,0
41579,438602,2015-03-02,Desktop,Female,1,1,0,0
41735,190813,2015-03-02,Desktop,Male,1,0,0,0
41769,870572,2015-03-02,Desktop,Female,1,1,0,0
41778,631977,2015-03-02,Desktop,Male,1,0,0,0
41892,331638,2015-03-02,Mobile,Female,1,0,0,0
42150,834627,2015-03-02,Mobile,Female,1,0,0,0
42207,591545,2015-03-02,Desktop,Male,1,0,0,0
42220,735252,2015-03-02,Desktop,Female,1,1,0,0
42310,432901,2015-03-02,Desktop,Male,1,1,0,0
42506,535503,2015-03-02,Desktop,Female,1,0,0,0
42547,740131,2015-03-02,Desktop,Female,1,0,0,0
42849,819601,2015-03-02,Desktop,Female,1,0,0,0
43029,277257,2015-03-02,Desktop,Female,1,1,0,0
43099,76443,2015-03-02,Mobile,Female,1,1,0,0
43238,677675,2015-03-02,Mobile,Male,1,0,0,0
43356,254371,2015-03-02,Mobile,Male,1,1,0,0
43497,475749,2015-03-02,Mobile,Male,1,0,0,0
43527,801610,2015-03-02,Desktop,Female,1,1,0,0
43604,823228,2015-03-02,Desktop,Female,1,0,0,0
43664,805037,2015-03-02,Mobile,Female,1,0,0,0
43722,272829,2015-03-02,Desktop,Female,1,1,0,0
43819,988708,2015-03-02,Desktop,Male,1,0,0,0
43888,419437,2015-03-02,Mobile,Male,1,0,0,0
43907,726116,2015-03-02,Mobile,Female,1,0,0,0
43945,664153,2015-03-02,Desktop,Male,1,1,0,0
44027,689957,2015-03-02,Desktop,Male,1,1,0,0
44050,565143,2015-03-02,Mobile,Male,1,1,0,0
44301,294213,2015-03-02,Mobile,Female,1,0,0,0
44426,418807,2015-03-02,Mobile,Male,1,0,0,0
44447,838925,2015-03-02,Desktop,Female,1,0,0,0
44478,506081,2015-03-02,Desktop,Female,1,1,0,0
44490,63264,2015-03-02,Mobile,Female,1,0,0,0
44728,699637,2015-03-02,Mobile,Female,1,0,0,0
44739,712088,2015-03-02,Mobile,Male,1,0,0,0
44789,621686,2015-03-02,Mobile,Male,1,0,0,0
44863,689561,2015-03-02,Mobile,Female,1,0,0,0
44884,706129,2015-03-02,Desktop,Female,1,0,0,0
44901,295718,2015-03-02,Mobile,Female,1,1,0,0
44929,656487,2015-03-02,Desktop,Male,1,0,0,0
45013,449107,2015-03-02,Desktop,Female,1,1,0,0
45184,198308,2015-03-02,Mobile,Female,1,0,0,0
45692,444556,2015-03-02,Mobile,Female,1,0,0,0
45697,842176,2015-03-02,Desktop,Male,1,1,0,0
45718,366919,2015-03-02,Mobile,Female,1,0,0,0
45822,376743,2015-03-02,Desktop,Male,1,1,0,0
46049,520333,2015-03-02,Desktop,Female,1,0,0,0
46070,200903,2015-03-02,Desktop,Male,1,0,0,0
46084,694640,2015-03-02,Desktop,Female,1,1,0,0
46107,586702,2015-03-02,Desktop,Male,1,0,0,0
46387,689045,2015-03-02,Desktop,Female,1,1,0,0
46719,498422,2015-03-02,Mobile,Female,1,0,0,0
46825,785415,2015-03-02,Desktop,Female,1,1,0,0
46829,699618,2015-03-02,Desktop,Female,1,0,0,0
47081,56731,2015-03-02,Desktop,Female,1,0,0,0
47165,505638,2015-03-02,Desktop,Female,1,1,0,0
47408,445962,2015-03-02,Desktop,Male,1,1,0,0
47417,899592,2015-03-02,Mobile,Female,1,1,0,0
47461,109174,2015-03-02,Desktop,Female,1,1,0,0
47722,999143,2015-03-02,Desktop,Female,1,1,0,0
47802,588492,2015-03-02,Desktop,Male,1,0,0,0
47953,986010,2015-03-02,Desktop,Female,1,1,0,0
48115,754969,2015-03-02,Desktop,Male,1,0,0,0
48182,506378,2015-03-02,Desktop,Female,1,0,0,0
48241,193061,2015-03-02,Mobile,Female,1,0,0,0
48290,39805,2015-03-02,Desktop,Female,1,1,0,0
48300,91493,2015-03-02,Mobile,Male,1,0,0,0
48361,1389,2015-03-02,Desktop,Female,1,0,0,0
48472,685168,2015-03-02,Desktop,Male,1,1,0,0
48561,642102,2015-03-02,Desktop,Male,1,1,0,0
48675,139101,2015-03-02,Desktop,Female,1,0,0,0
48691,268539,2015-03-02,Desktop,Male,1,1,0,0
48811,906600,2015-03-02,Desktop,Male,1,1,0,0
48901,633956,2015-03-02,Desktop,Male,1,1,0,0
48936,102078,2015-03-02,Desktop,Female,1,1,0,0
48963,298334,2015-03-02,Desktop,Male,1,1,0,0
49286,821310,2015-03-02,Mobile,Female,1,0,0,0
49347,295339,2015-03-02,Desktop,Female,1,0,0,0
49609,660064,2015-03-02,Desktop,Female,1,0,0,0
49618,266541,2015-03-02,Mobile,Female,1,0,0,0
49914,481843,2015-03-02,Mobile,Male,1,0,0,0
50020,136402,2015-03-02,Mobile,Female,1,0,0,0
50043,260909,2015-03-02,Desktop,Male,1,0,0,0
50092,304027,2015-03-02,Desktop,Female,1,0,0,0
50256,712456,2015-03-02,Desktop,Male,1,1,0,0
50370,268568,2015-03-02,Desktop,Male,1,1,0,0
50497,140561,2015-03-02,Desktop,Male,1,1,0,0
50676,408420,2015-03-02,Desktop,Female,1,1,0,0
50743,321994,2015-03-02,Desktop,Female,1,0,0,0
50889,706179,2015-03-02,Desktop,Male,1,0,0,0
50951,331069,2015-03-02,Desktop,Female,1,0,0,0
51015,268675,2015-03-02,Desktop,Male,1,1,0,0
51281,720562,2015-03-02,Desktop,Female,1,0,0,0
51302,107867,2015-03-02,Desktop,Male,1,0,0,0
51432,194395,2015-03-02,Desktop,Female,1,0,0,0
51484,915137,2015-03-02,Desktop,Male,1,0,0,0
51712,538130,2015-03-02,Desktop,Female,1,1,0,0
51784,56580,2015-03-02,Desktop,Male,1,0,0,0
51866,916136,2015-03-02,Desktop,Male,1,1,0,0
51907,387671,2015-03-02,Mobile,Female,1,0,0,0
51924,616829,2015-03-02,Mobile,Male,1,1,0,0
51925,845980,2015-03-02,Mobile,Female,1,0,0,0
52084,257649,2015-03-02,Desktop,Female,1,1,0,0
52094,479795,2015-03-02,Desktop,Male,1,0,0,0
52136,818352,2015-03-02,Desktop,Male,1,1,0,0
52181,451101,2015-03-02,Desktop,Female,1,0,0,0
52193,721869,2015-03-02,Desktop,Male,1,0,0,0
52265,356401,2015-03-02,Desktop,Male,1,1,0,0
52278,336337,2015-03-02,Mobile,Female,1,1,1,0
52404,316719,2015-03-02,Desktop,Male,1,1,0,0
52480,598228,2015-03-02,Desktop,Male,1,0,0,0
52515,263910,2015-03-02,Desktop,Female,1,1,0,0
52551,915980,2015-03-02,Desktop,Male,1,1,0,0
52613,19762,2015-03-02,Mobile,Male,1,0,0,0
52668,650590,2015-03-02,Desktop,Female,1,1,0,0
52836,878320,2015-03-02,Desktop,Male,1,0,0,0
52936,360611,2015-03-02,Mobile,Female,1,0,0,0
53024,653833,2015-03-02,Desktop,Female,1,0,0,0
53112,614826,2015-03-02,Desktop,Male,1,0,0,0
53212,706370,2015-03-02,Desktop,Female,1,0,0,0
53262,849119,2015-03-02,Desktop,Female,1,1,0,0
53323,34292,2015-03-02,Desktop,Female,1,0,0,0
53351,195402,2015-03-02,Mobile,Male,1,0,0,0
53551,442414,2015-03-02,Desktop,Male,1,0,0,0
53570,373147,2015-03-02,Desktop,Female,1,0,0,0
53709,772930,2015-03-02,Mobile,Male,1,0,0,0
53969,318833,2015-03-02,Desktop,Female,1,1,0,0
54489,355036,2015-03-02,Desktop,Male,1,0,0,0
54586,126429,2015-03-02,Desktop,Male,1,1,0,0
54588,761410,2015-03-02,Desktop,Female,1,0,0,0
54810,991085,2015-03-02,Mobile,Male,1,0,0,0
54816,590000,2015-03-02,Mobile,Male,1,0,0,0
54878,460843,2015-03-02,Mobile,Male,1,0,0,0
55039,231170,2015-03-02,Desktop,Female,1,0,0,0
55084,43147,2015-03-02,Mobile,Female,1,0,0,0
55117,90533,2015-03-02,Mobile,Male,1,0,0,0
55164,428376,2015-03-02,Desktop,Female,1,1,0,0
55191,857053,2015-03-02,Desktop,Male,1,1,0,0
55193,785591,2015-03-02,Mobile,Female,1,1,0,0
55203,695145,2015-03-02,Desktop,Female,1,1,0,0
55670,377658,2015-03-02,Desktop,Female,1,1,0,0
55840,101474,2015-03-02,Mobile,Male,1,0,0,0
55975,528180,2015-03-02,Desktop,Male,1,0,0,0
56205,170623,2015-03-02,Mobile,Female,1,0,0,0
56260,742841,2015-03-02,Mobile,Female,1,0,0,0
56351,121288,2015-03-02,Desktop,Male,1,1,0,0
56452,123185,2015-03-02,Mobile,Female,1,0,0,0
56638,492093,2015-03-02,Desktop,Female,1,0,0,0
56682,976266,2015-03-02,Desktop,Female,1,0,0,0
56769,199785,2015-03-02,Desktop,Female,1,1,0,0
56772,607086,2015-03-02,Mobile,Female,1,0,0,0
56933,884453,2015-03-02,Mobile,Female,1,1,0,0
56953,281724,2015-03-02,Desktop,Female,1,0,0,0
57037,617229,2015-03-02,Mobile,Male,1,0,0,0
57189,804081,2015-03-02,Desktop,Female,1,1,1,0
57314,967012,2015-03-02,Desktop,Male,1,1,0,0
57351,838766,2015-03-02,Desktop,Female,1,0,0,0
57626,655231,2015-03-02,Mobile,Male,1,0,0,0
57649,765394,2015-03-02,Desktop,Male,1,0,0,0
57667,151932,2015-03-02,Desktop,Male,1,0,0,0
57724,317625,2015-03-02,Desktop,Male,1,0,0,0
57925,747135,2015-03-02,Desktop,Male,1,1,0,0
58316,75555,2015-03-02,Mobile,Female,1,0,0,0
58506,504165,2015-03-02,Mobile,Male,1,0,0,0
58515,665458,2015-03-02,Desktop,Female,1,1,0,0
58656,504341,2015-03-02,Desktop,Female,1,1,0,0
58694,205250,2015-03-02,Mobile,Female,1,0,0,0
58955,807685,2015-03-02,Desktop,Female,1,0,0,0
59062,920250,2015-03-02,Desktop,Male,1,1,0,0
59072,846169,2015-03-02,Mobile,Male,1,0,0,0
59188,433237,2015-03-02,Desktop,Female,1,0,0,0
59285,706593,2015-03-02,Desktop,Female,1,0,0,0
59328,984441,2015-03-02,Desktop,Male,1,0,0,0
59349,41920,2015-03-02,Mobile,Female,1,0,0,0
59765,690257,2015-03-02,Desktop,Female,1,0,0,0
59814,601793,2015-03-02,Desktop,Male,1,1,0,0
60002,27856,2015-03-02,Desktop,Female,1,0,0,0
60014,916282,2015-03-02,Desktop,Male,1,0,0,0
60015,855401,2015-03-02,Mobile,Male,1,0,0,0
60048,797303,2015-03-02,Desktop,Female,1,0,0,0
60092,684245,2015-03-02,Mobile,Male,1,0,0,0
60291,846141,2015-03-02,Desktop,Male,1,0,0,0
60308,334818,2015-03-02,Desktop,Female,1,0,0,0
60469,880881,2015-03-02,Desktop,Male,1,1,0,0
60648,806285,2015-03-02,Desktop,Male,1,0,0,0
60872,43092,2015-03-02,Mobile,Male,1,1,0,0
61140,624517,2015-03-02,Desktop,Female,1,0,0,0
61209,976906,2015-03-02,Desktop,Male,1,1,1,0
61242,476816,2015-03-02,Mobile,Female,1,0,0,0
61298,819391,2015-03-02,Mobile,Female,1,1,1,0
61379,419364,2015-03-02,Mobile,Female,1,0,0,0
61414,207422,2015-03-02,Mobile,Male,1,0,0,0
61421,864824,2015-03-02,Desktop,Female,1,1,0,0
61434,768368,2015-03-02,Desktop,Male,1,0,0,0
61655,246767,2015-03-02,Desktop,Female,1,0,0,0
61760,65119,2015-03-02,Mobile,Female,1,0,0,0
61954,737903,2015-03-02,Desktop,Female,1,1,0,0
62172,437448,2015-03-02,Desktop,Male,1,1,0,0
62176,837649,2015-03-02,Mobile,Female,1,0,0,0
62199,911684,2015-03-02,Desktop,Male,1,0,0,0
62471,179177,2015-03-02,Desktop,Male,1,1,0,0
62639,376017,2015-03-02,Mobile,Female,1,0,0,0
62688,994572,2015-03-02,Desktop,Male,1,1,0,0
62808,887423,2015-03-02,Mobile,Male,1,0,0,0
62907,861850,2015-03-02,Desktop,Female,1,0,0,0
62944,399390,2015-03-02,Mobile,Male,1,1,0,0
62970,190064,2015-03-02,Mobile,Female,1,0,0,0
62981,828298,2015-03-02,Mobile,Female,1,0,0,0
63190,358547,2015-03-02,Mobile,Male,1,0,0,0
63299,942751,2015-03-02,Desktop,Female,1,0,0,0
63346,544821,2015-03-02,Desktop,Male,1,0,0,0
63370,668821,2015-03-02,Desktop,Male,1,1,0,0
63401,681619,2015-03-02,Desktop,Female,1,0,0,0
63574,888390,2015-03-02,Mobile,Male,1,0,0,0
63589,571976,2015-03-02,Desktop,Male,1,0,0,0
63676,427384,2015-03-02,Desktop,Male,1,0,0,0
63727,752108,2015-03-02,Desktop,Female,1,0,0,0
63858,951797,2015-03-02,Desktop,Male,1,1,0,0
63906,287692,2015-03-02,Desktop,Male,1,1,0,0
64034,279249,2015-03-02,Desktop,Male,1,1,0,0
64450,727576,2015-03-02,Desktop,Female,1,1,0,0
64452,81057,2015-03-02,Desktop,Male,1,0,0,0
64703,382692,2015-03-02,Mobile,Female,1,0,0,0
64883,311659,2015-03-02,Mobile,Female,1,0,0,0
64890,366479,2015-03-02,Desktop,Female,1,0,0,0
64945,597229,2015-03-02,Desktop,Male,1,0,0,0
64969,944077,2015-03-02,Mobile,Female,1,0,0,0
64988,403509,2015-03-02,Desktop,Female,1,1,0,0
65040,777966,2015-03-02,Desktop,Female,1,1,0,0
65223,732516,2015-03-02,Desktop,Male,1,0,0,0
65309,501650,2015-03-02,Mobile,Male,1,0,0,0
65536,154185,2015-03-02,Desktop,Female,1,0,0,0
65602,856249,2015-03-02,Mobile,Male,1,1,0,0
65609,81439,2015-03-02,Mobile,Female,1,0,0,0
65785,797803,2015-03-02,Desktop,Male,1,1,0,0
65861,354494,2015-03-02,Desktop,Female,1,1,0,0
66067,744143,2015-03-02,Desktop,Male,1,0,0,0
66156,616357,2015-03-02,Mobile,Female,1,0,0,0
66208,339894,2015-03-02,Mobile,Male,1,0,0,0
66225,920787,2015-03-02,Desktop,Female,1,0,0,0
66331,598652,2015-03-02,Mobile,Male,1,0,0,0
66530,95434,2015-03-02,Desktop,Female,1,1,0,0
66563,236619,2015-03-02,Mobile,Male,1,1,0,0
66778,419741,2015-03-02,Desktop,Male,1,0,0,0
66827,390116,2015-03-02,Desktop,Male,1,1,0,0
66893,559048,2015-03-02,Desktop,Male,1,1,0,0
67452,770839,2015-03-02,Desktop,Male,1,0,0,0
67558,117399,2015-03-02,Desktop,Male,1,1,0,0
67580,138592,2015-03-02,Desktop,Male,1,1,0,0
67587,99044,2015-03-02,Mobile,Male,1,1,0,0
67611,147216,2015-03-02,Mobile,Male,1,1,0,0
67637,69624,2015-03-02,Mobile,Female,1,0,0,0
67657,149647,2015-03-02,Desktop,Female,1,0,0,0
67768,684097,2015-03-02,Desktop,Female,1,1,0,0
67836,614883,2015-03-02,Desktop,Female,1,0,0,0
67868,987318,2015-03-02,Desktop,Male,1,1,0,0
67869,309221,2015-03-02,Desktop,Male,1,1,0,0
67884,401786,2015-03-02,Desktop,Female,1,1,0,0
67910,707872,2015-03-02,Desktop,Male,1,0,0,0
67936,657092,2015-03-02,Mobile,Female,1,1,0,0
67987,575294,2015-03-02,Desktop,Female,1,0,0,0
68063,795415,2015-03-02,Desktop,Female,1,0,0,0
68175,185985,2015-03-02,Mobile,Male,1,1,0,0
68320,872876,2015-03-02,Desktop,Female,1,1,0,0
68330,777017,2015-03-02,Mobile,Female,1,0,0,0
68367,915584,2015-03-02,Desktop,Male,1,1,0,0
68484,752673,2015-03-02,Mobile,Female,1,0,0,0
68517,655164,2015-03-02,Desktop,Female,1,1,0,0
68882,161464,2015-03-02,Desktop,Male,1,0,0,0
69352,945152,2015-03-02,Desktop,Male,1,1,0,0
69533,752741,2015-03-02,Mobile,Female,1,0,0,0
69537,988599,2015-03-02,Desktop,Female,1,1,0,0
69538,673914,2015-03-02,Desktop,Male,1,1,0,0
69558,223956,2015-03-02,Mobile,Male,1,0,0,0
69685,730588,2015-03-02,Desktop,Male,1,0,0,0
69729,972656,2015-03-02,Desktop,Male,1,1,0,0
70117,50875,2015-03-02,Desktop,Male,1,0,0,0
70247,31730,2015-03-02,Mobile,Male,1,1,0,0
70835,781224,2015-03-02,Desktop,Female,1,0,0,0
70843,141099,2015-03-02,Desktop,Male,1,1,1,0
70972,994562,2015-03-02,Desktop,Female,1,0,0,0
71494,514915,2015-03-02,Desktop,Male,1,0,0,0
71663,598870,2015-03-02,Mobile,Male,1,1,0,0
71800,482457,2015-03-02,Desktop,Female,1,1,0,0
71986,840194,2015-03-02,Desktop,Male,1,1,0,0
72009,550017,2015-03-02,Desktop,Male,1,1,0,0
72017,155104,2015-03-02,Desktop,Female,1,0,0,0
72027,280025,2015-03-02,Mobile,Male,1,1,0,0
72176,93021,2015-03-02,Mobile,Female,1,0,0,0
72247,888747,2015-03-02,Desktop,Female,1,1,0,0
72353,846839,2015-03-02,Desktop,Male,1,0,0,0
72628,591145,2015-03-02,Desktop,Female,1,0,0,0
72653,547039,2015-03-02,Mobile,Female,1,1,0,0
72848,731038,2015-03-02,Desktop,Female,1,0,0,0
72866,435656,2015-03-02,Mobile,Female,1,0,0,0
73098,945146,2015-03-02,Mobile,Female,1,0,0,0
73441,35547,2015-03-02,Desktop,Male,1,0,0,0
73529,874395,2015-03-02,Mobile,Male,1,0,0,0
73676,176673,2015-03-02,Mobile,Female,1,1,0,0
73725,568741,2015-03-02,Desktop,Female,1,1,0,0
73816,275726,2015-03-02,Mobile,Female,1,0,0,0
73842,266689,2015-03-02,Mobile,Male,1,0,0,0
73949,214798,2015-03-02,Mobile,Female,1,0,0,0
74206,985777,2015-03-02,Desktop,Male,1,1,0,0
74534,671086,2015-03-02,Desktop,Male,1,0,0,0
75099,695148,2015-03-02,Desktop,Male,1,0,0,0
75106,920225,2015-03-02,Desktop,Male,1,1,0,0
75113,226027,2015-03-02,Desktop,Female,1,0,0,0
75188,362673,2015-03-02,Desktop,Male,1,0,0,0
75225,909372,2015-03-02,Mobile,Female,1,1,0,0
75635,517202,2015-03-02,Mobile,Female,1,0,0,0
75731,955095,2015-03-02,Desktop,Female,1,1,0,0
75855,172070,2015-03-02,Mobile,Female,1,0,0,0
76067,143782,2015-03-02,Desktop,Male,1,0,0,0
76080,529130,2015-03-02,Desktop,Male,1,0,0,0
76104,815431,2015-03-02,Desktop,Female,1,0,0,0
76309,386083,2015-03-02,Desktop,Female,1,0,0,0
76317,136538,2015-03-02,Desktop,Male,1,1,0,0
76525,208286,2015-03-02,Mobile,Male,1,0,0,0
76579,743680,2015-03-02,Desktop,Female,1,1,0,0
76604,766288,2015-03-02,Desktop,Female,1,1,0,0
76653,169158,2015-03-02,Desktop,Female,1,0,0,0
76696,457697,2015-03-02,Desktop,Male,1,0,0,0
76789,573062,2015-03-02,Mobile,Male,1,1,0,0
77050,241735,2015-03-02,Desktop,Female,1,1,0,0
77089,909858,2015-03-02,Desktop,Female,1,0,0,0
77175,287340,2015-03-02,Desktop,Female,1,1,0,0
77227,376448,2015-03-02,Desktop,Female,1,0,0,0
77259,907172,2015-03-02,Mobile,Male,1,0,0,0
77386,70717,2015-03-02,Mobile,Female,1,0,0,0
77458,681702,2015-03-02,Desktop,Female,1,1,0,0
77459,486995,2015-03-02,Desktop,Female,1,1,0,0
77775,331741,2015-03-02,Desktop,Female,1,0,0,0
77785,659376,2015-03-02,Desktop,Female,1,0,0,0
77896,525418,2015-03-02,Desktop,Male,1,1,0,0
78110,644590,2015-03-02,Desktop,Male,1,0,0,0
78172,542782,2015-03-02,Desktop,Male,1,0,0,0
78196,717653,2015-03-02,Desktop,Female,1,1,0,0
78414,619325,2015-03-02,Desktop,Female,1,1,0,0
78545,928881,2015-03-02,Desktop,Female,1,0,0,0
78577,960593,2015-03-02,Mobile,Male,1,1,0,0
78653,484414,2015-03-02,Desktop,Female,1,0,0,0
78679,855524,2015-03-02,Desktop,Female,1,0,0,0
78986,968200,2015-03-02,Desktop,Female,1,1,0,0
79091,883567,2015-03-02,Desktop,Female,1,0,0,0
